ref_pos_lat (deg),ref_pos_lon (deg),ref_pos_alt (m)
1.098158508624982055e+01,7.300100000000000477e+01,5.987764619456785908e+01
1.098159148345155067e+01,7.300100000000000477e+01,6.058422828460007992e+01
1.098159788041607676e+01,7.300100000000000477e+01,6.129083663381563696e+01
1.098160427715519560e+01,7.300100000000000477e+01,6.199746992681704683e+01
1.098161067368012667e+01,7.300100000000000477e+01,6.270412691421810081e+01
1.098161707000152099e+01,7.300100000000000477e+01,6.341080640931943435e+01
1.098162346612950735e+01,7.300100000000000477e+01,6.411750728495262308e+01
1.098162986207370473e+01,7.300100000000000477e+01,6.482422847048424330e+01
1.098163625784325426e+01,7.300100000000000477e+01,6.553096894897164759e+01
1.098164265344683699e+01,7.300100000000000477e+01,6.623772775446266792e+01
1.098164904889271121e+01,7.300100000000000477e+01,6.694450396943189219e+01
1.098165544418871065e+01,7.300100000000000477e+01,6.765129672234657221e+01
1.098166183934228890e+01,7.300100000000000477e+01,6.835810518535541291e+01
1.098166823436052297e+01,7.300100000000000477e+01,6.906492857209417480e+01
1.098167462925013460e+01,7.300100000000000477e+01,6.977176613560193630e+01
1.098168102401751511e+01,7.300100000000000477e+01,7.047861716634248808e+01
1.098168741866873432e+01,7.300100000000000477e+01,7.118548099032555854e+01
1.098169381320956006e+01,7.300100000000000477e+01,7.189235696732259839e+01
1.098170020764546884e+01,7.300100000000000477e+01,7.259924448917260520e+01
1.098170660198167070e+01,7.300100000000000477e+01,7.330614297817314196e+01
1.098171299622310748e+01,7.300100000000000477e+01,7.401305188555242864e+01
1.098171939037447942e+01,7.300100000000000477e+01,7.471997069001830027e+01
1.098172578444025227e+01,7.300100000000000477e+01,7.542689889638013767e+01
1.098173217842466620e+01,7.300100000000000477e+01,7.613383603424017565e+01
1.098173857233175177e+01,7.300100000000000477e+01,7.684078165675052219e+01
1.098174496616533524e+01,7.300100000000000477e+01,7.754773533943271957e+01
1.098175135992905815e+01,7.300100000000000477e+01,7.825469667905659321e+01
1.098175775362637374e+01,7.300100000000000477e+01,7.896166529257538969e+01
1.098176414726056116e+01,7.300100000000000477e+01,7.966864081611448967e+01
1.098177054083474680e+01,7.300100000000000477e+01,8.037562290401081100e+01
1.098177693435188829e+01,7.300100000000000477e+01,8.108261122790047182e+01
1.098178332781480293e+01,7.300100000000000477e+01,8.178960547585224106e+01
1.098178972122616415e+01,7.300100000000000477e+01,8.249660535154447416e+01
1.098179611458851390e+01,7.300100000000000477e+01,8.320361057348334555e+01
1.098180250790426626e+01,7.300100000000000477e+01,8.391062087426030303e+01
1.098180890117571273e+01,7.300100000000000477e+01,8.461763599984675466e+01
1.098181529440503290e+01,7.300100000000000477e+01,8.532465570892409801e+01
1.098182168759429622e+01,7.300100000000000477e+01,8.603167977224742913e+01
1.098182808074547268e+01,7.300100000000000477e+01,8.673870797204102701e+01
1.098183447386042566e+01,7.300100000000000477e+01,8.744574010142423504e+01
1.098184086694093331e+01,7.300100000000000477e+01,8.815277596386611947e+01
1.098184725998867961e+01,7.300100000000000477e+01,8.885981537266735586e+01
1.098185365300526861e+01,7.300100000000000477e+01,8.956685815046819243e+01
1.098186004602113996e+01,7.300100000000000477e+01,9.027390092826902901e+01
1.098186643903629545e+01,7.300100000000000477e+01,9.098094370606986558e+01
1.098187283205073683e+01,7.300100000000000477e+01,9.168798648387070216e+01
1.098187922506446057e+01,7.300100000000000477e+01,9.239502926167153873e+01
1.098188561807746844e+01,7.300100000000000477e+01,9.310207203947237531e+01
1.098189201108976221e+01,7.300100000000000477e+01,9.380911481727321188e+01
1.098189840410133833e+01,7.300100000000000477e+01,9.451615759507404846e+01
1.098190479711219858e+01,7.300100000000000477e+01,9.522320037287488503e+01
1.098191119012234473e+01,7.300100000000000477e+01,9.593024315067572161e+01
1.098191758313177324e+01,7.300100000000000477e+01,9.663728592847655818e+01
1.098192397614048765e+01,7.300100000000000477e+01,9.734432870627739476e+01
1.098193036914848442e+01,7.300100000000000477e+01,9.805137148407823133e+01
1.098193676215576531e+01,7.300100000000000477e+01,9.875841426187906791e+01
1.098194315516233210e+01,7.300100000000000477e+01,9.946545703967990448e+01
1.098194954816818125e+01,7.300100000000000477e+01,1.001724998174807411e+02
1.098195594117331453e+01,7.300100000000000477e+01,1.008795425952815776e+02
1.098196233417773371e+01,7.300100000000000477e+01,1.015865853730824142e+02
1.098196872718143524e+01,7.300100000000000477e+01,1.022936281508832508e+02
1.098197512018442090e+01,7.300100000000000477e+01,1.030006709286840874e+02
1.098198151318669069e+01,7.300100000000000477e+01,1.037077137064849239e+02
1.098198790618824638e+01,7.300100000000000477e+01,1.044147564842857605e+02
1.098199429918908443e+01,7.300100000000000477e+01,1.051217992620865971e+02
1.098200069218920838e+01,7.300100000000000477e+01,1.058288420398874337e+02
1.098200708518861468e+01,7.300100000000000477e+01,1.065358848176882702e+02
1.098201347818730511e+01,7.300100000000000477e+01,1.072429275954891068e+02
1.098201987118527967e+01,7.300100000000000477e+01,1.079499703732899434e+02
1.098202626418254013e+01,7.300100000000000477e+01,1.086570131510907800e+02
1.098203265717908295e+01,7.300100000000000477e+01,1.093640559288916165e+02
1.098203905017490989e+01,7.300100000000000477e+01,1.100710987066924531e+02
1.098204544317002274e+01,7.300100000000000477e+01,1.107781414844932897e+02
1.098205183616441794e+01,7.300100000000000477e+01,1.114851842622941263e+02
